Date,PctChange,BVolume,Lag1,VLag1,Lag2,VLag2,Lag3,VLag3,Lag4,VLag4,Lag5,VLag5,Direction
1992-01-01,1.6718996713035905,0.0009996,,,,,,,,,,,Up
1992-01-08,1.2918092147086802,0.0012582,1.6718996713035905,0.0009996,,,,,,,,,Up
1992-01-15,-0.7023611968170416,0.0014979,1.2918092147086802,0.0012582,1.6718996713035905,0.0009996,,,,,,,Down
1992-01-22,1.5108331819793706,0.001104,-0.7023611968170416,0.0014979,1.2918092147086802,0.0012582,1.6718996713035905,0.0009996,,,,,Up
1992-01-29,0.021391496316887224,0.0011802,1.5108331819793706,0.001104,-0.7023611968170416,0.0014979,1.2918092147086802,0.0012582,1.6718996713035905,0.0009996,,,Up
1992-02-05,-0.6477618814343993,0.0010901,0.021391496316887224,0.0011802,1.5108331819793706,0.001104,-0.7023611968170416,0.0014979,1.2918092147086802,0.0012582,1.6718996713035905,0.0009996,Down
1992-02-12,-0.8272895090563134,0.0008701,-0.6477618814343993,0.0010901,0.021391496316887224,0.0011802,1.5108331819793706,0.001104,-0.7023611968170416,0.0014979,1.2918092147086802,0.0012582,Down
1992-02-19,1.0264551169860385,0.0011447,-0.8272895090563134,0.0008701,-0.6477618814343993,0.0010901,0.021391496316887224,0.0011802,1.5108331819793706,0.001104,-0.7023611968170416,0.0014979,Up
1992-02-26,0.9976057312569165,0.0009457,1.0264551169860385,0.0011447,-0.8272895090563134,0.0008701,-0.6477618814343993,0.0010901,0.021391496316887224,0.0011802,1.5108331819793706,0.001104,Up
1992-03-04,-1.8022687277181708,0.0009674,0.9976057312569165,0.0009457,1.0264551169860385,0.0011447,-0.8272895090563134,0.0008701,-0.6477618814343993,0.0010901,0.021391496316887224,0.0011802,Down
1992-03-11,0.773754255648406,0.0008519,-1.8022687277181708,0.0009674,0.9976057312569165,0.0009457,1.0264551169860385,0.0011447,-0.8272895090563134,0.0008701,-0.6477618814343993,0.0010901,Up
1992-03-18,0.15356265356265356,0.0010377,0.773754255648406,0.0008519,-1.8022687277181708,0.0009674,0.9976057312569165,0.0009457,1.0264551169860385,0.0011447,-0.8272895090563134,0.0008701,Up
1992-03-25,-0.78196872125115,0.0007997,0.15356265356265356,0.0010377,0.773754255648406,0.0008519,-1.8022687277181708,0.0009674,0.9976057312569165,0.0009457,1.0264551169860385,0.0011447,Down
1992-04-01,-0.6768629993432236,0.0010161,-0.78196872125115,0.0007997,0.15356265356265356,0.0010377,0.773754255648406,0.0008519,-1.8022687277181708,0.0009674,0.9976057312569165,0.0009457,Down
1992-04-08,2.878391747232716,0.0011212,-0.6768629993432236,0.0010161,-0.78196872125115,0.0007997,0.15356265356265356,0.0010377,0.773754255648406,0.0008519,-1.8022687277181708,0.0009674,Up
1992-04-15,1.0976730821930754,0.0009567,2.878391747232716,0.0011212,-0.6768629993432236,0.0010161,-0.78196872125115,0.0007997,0.15356265356265356,0.0010377,0.773754255648406,0.0008519,Up
1992-04-22,-1.0588384520492937,0.0010466,1.0976730821930754,0.0009567,2.878391747232716,0.0011212,-0.6768629993432236,0.0010161,-0.78196872125115,0.0007997,0.15356265356265356,0.0010377,Down
1992-04-29,1.5507331451017854,0.0010038,-1.0588384520492937,0.0010466,1.0976730821930754,0.0009567,2.878391747232716,0.0011212,-0.6768629993432236,0.0010161,-0.78196872125115,0.0007997,Up
1992-05-06,0.7470267159598214,0.0008321,1.5507331451017854,0.0010038,-1.0588384520492937,0.0010466,1.0976730821930754,0.0009567,2.878391747232716,0.0011212,-0.6768629993432236,0.0010161,Up
1992-05-13,0.3810789037724922,0.0009033,0.7470267159598214,0.0008321,1.5507331451017854,0.0010038,-1.0588384520492937,0.0010466,1.0976730821930754,0.0009567,2.878391747232716,0.0011212,Up
1992-05-20,-0.9947042032997351,0.0009705,0.3810789037724922,0.0009033,0.7470267159598214,0.0008321,1.5507331451017854,0.0010038,-1.0588384520492937,0.0010466,1.0976730821930754,0.0009567,Down
1992-05-27,0.9482238555191407,0.0010514,-0.9947042032997351,0.0009705,0.3810789037724922,0.0009033,0.7470267159598214,0.0008321,1.5507331451017854,0.0010038,-1.0588384520492937,0.0010466,Up
1992-06-03,-0.7714788892877903,0.0010461,0.9482238555191407,0.0010514,-0.9947042032997351,0.0009705,0.3810789037724922,0.0009033,0.7470267159598214,0.0008321,1.5507331451017854,0.0010038,Down
1992-06-10,-1.1988457673669195,0.0010196,-0.7714788892877903,0.0010461,0.9482238555191407,0.0010514,-0.9947042032997351,0.0009705,0.3810789037724922,0.0009033,0.7470267159598214,0.0008321,Down
1992-06-17,-1.3185133606772788,0.0012723,-1.1988457673669195,0.0010196,-0.7714788892877903,0.0010461,0.9482238555191407,0.0010514,-0.9947042032997351,0.0009705,0.3810789037724922,0.0009033,Down
1992-06-24,1.0013361750025154,0.0009793,-1.3185133606772788,0.0012723,-1.1988457673669195,0.0010196,-0.7714788892877903,0.0010461,0.9482238555191407,0.0010514,-0.9947042032997351,0.0009705,Up
1992-07-01,-0.7111033297888266,0.0009775,1.0013361750025154,0.0009793,-1.3185133606772788,0.0012723,-1.1988457673669195,0.0010196,-0.7714788892877903,0.0010461,0.9482238555191407,0.0010514,Down
1992-07-08,1.9179397945001528,0.0009481,-0.7111033297888266,0.0009775,1.0013361750025154,0.0009793,-1.3185133606772788,0.0012723,-1.1988457673669195,0.0010196,-0.7714788892877903,0.0010461,Up
